Symbol,Company,Market,Industry,Sector,Auditor,Auditor_Original,Audit_fee,Audit_fee(Sub),Other_fee,Other_fee(Sub),Totat_audit_fee,Totat_other_fee,รวมสินทรัพย์,รายได้จากการดำเนินงาน
TK,บริษัท ฐิติกร จำกัด (มหาชน),SET,ธุรกิจการเงิน,เงินทุนและหลักทรัพย์,"M.R. & ASSOCIATES CO., LTD.",บริษัท เอ็ม อาร์ แอนด์ แอสโซซิเอท จำกัด,4120000,2540000,,,6660000,,"5,640,000,000.00","584,000,000.00"
TKC,บริษัท เทิร์นคีย์ คอมมูนิเคชั่น เซอร์วิส จำกัด (มหาชน),SET,เทคโนโลยี,เทคโนโลยีสารสนเทศและการสื่อสาร,PRICEWATERHOUSE COOPERS ABAS LIMITED,บริษัท ไพร้ซวอเตอร์เฮาส์คูเปอร์ส เอบีเอเอส จำกัด,"3,650,000","750,000",0,0,"4,400,000",0,"6,360,000,000.00","2,320,000,000.00"
TKN,บริษัท เถ้าแก่น้อย ฟู๊ดแอนด์มาร์เก็ตติ้ง จำกัด (มหาชน),SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,"DELOITTE TOUCHE TOHMATSU JAIYOS AUDIT CO., LTD.",บริษัท ดีลอยท์ ทู้ช โธมัทสุ ไชยยศ สอบบัญชี จำกัด,2580000,1630000,519229.05,19655,4210000,538884.05,"3,920,000,000.00","5,310,000,000.00"
TKS,บริษัท ที.เค.เอส. เทคโนโลยี จำกัด (มหาชน),SET,บริการ,สื่อและสิ่งพิมพ์,KPMG PHOOMCHAI AUDIT LIMITED,บริษัท เคพีเอ็มจี ภูมิไชย สอบบัญชี จำกัด,1670000,,,,1670000,,"4,380,000,000.00","1,410,000,000.00"
TKT,บริษัท ที.กรุงไทยอุตสาหกรรม จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,ยานยนต์,KARIN AUDIT COMPANY LIMITED,บริษัท กรินทร์ ออดิท จำกัด,"1,100,000",,,,"1,100,000",,"1,110,000,000.00","1,080,000,000.00"
TL,บริษัท เทคลีด เอ็นพีเอ็น จำกัด (มหาชน),SET,เกษตรและอุตสาหกรรมอาหาร,ธุรกิจการเกษตร,KARIN AUDIT COMPANY LIMITED,บริษัท กรินทร์ ออดิท จำกัด,"1,460,000","1,030,000",,,"2,490,000",0,"659,000,000.00","234,000,000.00"
TLHPF,กองทุนรวมอสังหาริมทรัพย์ ไทยแลนด์ โฮสพีทาลิตี้,SET,อสังหาริมทรัพย์และก่อสร้าง,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,,บริษัท พีวี ออดิท จำกัด,"400,000.00",,"130,814.57",,"400,000.00","130,814.57","1,650,000,000.00","36,757,942.00"
TLI,บริษัท ไทยประกันชีวิต จำกัด (มหาชน),SET,ธุรกิจการเงิน,ประกันภัยและประกันชีวิต,KPMG PHOOMCHAI AUDIT LIMITED,บริษัท เคพีเอ็มจี ภูมิไชย สอบบัญชี จำกัด,"7,700,000",,"2,716,000",,"7,700,000","2,716,000","650,000,000,000.00","55,200,000,000.00"
TM,บริษัท เทคโนเมดิคัล จำกัด (มหาชน),mai,สินค้าอุปโภคบริโภค,-,"M.R. & ASSOCIATES CO., LTD.",บริษัท เอ็ม อาร์ แอนด์ แอสโซซิเอท จำกัด,1500000,140000,,,1640000,,"870,000,000.00","705,000,000.00"
TMAN,บริษัท ที.แมน ฟาร์มาซูติคอล จำกัด (มหาชน),SET,สินค้าอุปโภคบริโภค,ของใช้ส่วนตัวและเวชภัณฑ์,KPMG PHOOMCHAI AUDIT LIMITED,บริษัท เคพีเอ็มจี ภูมิไชย สอบบัญชี จำกัด,"1,600,000.00",,,,"1,600,000.00",0,"3,780,000,000.00","2,510,000,000.00"
TMC,บริษัท ที.เอ็ม.ซี. อุตสาหกรรม จำกัด (มหาชน),mai,สินค้าอุตสาหกรรม,-,"SAMNAK-NGAN A.M.C. CO., LTD.",บริษัท สำนักงาน อีวาย จำกัด,"1,084,000",,,,"1,084,000",,"655,000,000.00","278,000,000.00"
TMD,บริษัท อุตสาหกรรมถังโลหะไทย จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,บรรจุภัณฑ์,"BUNCHIKIJ CO., LTD.",บริษัท บัญชีกิจ จำกัด,1360000,1584000,,,2944000,,"3,920,000,000.00","1,790,000,000.00"
TMI,บริษัท ธีระมงคล อุตสาหกรรม จำกัด (มหาชน),mai,สินค้าอุตสาหกรรม,-,"AST MASTER CO., LTD.",บริษัท เอส พี ออดิท จำกัด,"1,320,000","1,234,000","421,334.16","220,256.66","2,554,000","641,590.82","701,000,000.00","545,000,000.00"
TMILL,บริษัท ที เอส ฟลาวมิลล์ จำกัด (มหาชน),mai,เกษตรและอุตสาหกรรมอาหาร,-,"SAMNAK-NGAN A.M.C. CO., LTD.",บริษัท สำนักงาน เอ เอ็ม ซี จำกัด,810000,,60000,,810000,60000,"1,630,000,000.00","1,610,000,000.00"
TMT,บริษัท ทีเอ็มที สตีล จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,เหล็ก และ ผลิตภัณฑ์โลหะ,PRICEWATERHOUSE COOPERS ABAS LIMITED,บริษัท ไพร้ซวอเตอร์เฮาส์คูเปอร์ส เอบีเอเอส จำกัด,"2,009,400","40,000",,,"2,049,400",0,"8,240,000,000.00","17,600,000,000.00"
TMW,บริษัท ไทยมิตซูวา จำกัด (มหาชน),mai,สินค้าอุตสาหกรรม,-,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,"2,268,000",,,,"2,268,000",,"4,300,000,000.00","3,890,000,000.00"
TNDT,บริษัท ไทย เอ็น ดี ที จำกัด (มหาชน),mai,บริการ,-,KARIN AUDIT COMPANY LIMITED,บริษัท กรินทร์ ออดิท จำกัด,1500000,1100000,,,2600000,,"646,000,000.00","362,000,000.00"
TNH,บริษัท โรงพยาบาลไทยนครินทร์ จำกัด (มหาชน),mai,บริการ,-,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,"1,395,000",,,,"1,395,000",,"3,860,000,000.00","2,770,000,000.00"
TNITY,บริษัท ทรีนีตี้ วัฒนา จำกัด (มหาชน),SET,ธุรกิจการเงิน,เงินทุนและหลักทรัพย์,"DELOITTE TOUCHE TOHMATSU JAIYOS AUDIT CO., LTD.",บริษัท ดีลอยท์ ทู้ช โธมัทสุ ไชยยศ สอบบัญชี จำกัด,,,0,0,"3,010,000",0,"3,970,000,000.00","365,000,000.00"
TNL,บริษัท ธนูลักษณ์ จำกัด (มหาชน),SET,ธุรกิจการเงิน,เงินทุนและหลักทรัพย์,EY OFFICE LIMITED,N/A,,,,,,,"15,200,000,000.00","215,000,000.00"
TNP,บริษัท ธนพิริยะ จำกัด (มหาชน),mai,บริการ,-,"ANS AUDIT CO., LTD.",บริษัท เอเอ็นเอส ออดิท จำกัด,2150000,,,,2150000,,"1,810,000,000.00","3,090,000,000.00"
TNPC,บริษัท ไทยนามพลาสติกส์ จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,ยานยนต์,"DHARMNITI AUDITING CO., LTD.",บริษัท สำนักงาน อีวาย จำกัด,"950,000","550,000","34,972","13,428","1,500,000","48,400","1,160,000,000.00","1,340,000,000.00"
TNPF,กองทุนรวมอสังหาริมทรัพย์และสิทธิการเช่าตรีนิตี้,SET,อสังหาริมทรัพย์และก่อสร้าง,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,,บริษัท เน็คเซีย เอเอสวี (ประเทศไทย) จำกัด,"480,000.00",,,,"480,000.00",0,,
TNR,บริษัท ไทยนิปปอนรับเบอร์อินดัสตรี้ จำกัด (มหาชน),SET,สินค้าอุปโภคบริโภค,ของใช้ส่วนตัวและเวชภัณฑ์,PRICEWATERHOUSE COOPERS ABAS LIMITED,บริษัท ไพร้ซวอเตอร์เฮาส์คูเปอร์ส เอบีเอเอส จำกัด,2950000,,,250000,2950000,250000,"2,530,000,000.00","1,840,000,000.00"
TOA,บริษัท ทีโอเอ เพ้นท์ (ประเทศไทย) จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,วัสดุก่อสร้าง,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,4611584,,84000,,4611584,84000,"21,500,000,000.00","21,600,000,000.00"
TOG,บริษัท ไทยออพติคอล กรุ๊ป จำกัด (มหาชน),SET,สินค้าอุปโภคบริโภค,ของใช้ส่วนตัวและเวชภัณฑ์,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,3100000,,440000,,3100000,440000,"4,570,000,000.00","3,540,000,000.00"
TOP,บริษัท ไทยออยล์ จำกัด (มหาชน),SET,ทรัพยากร,พลังงานและสาธารณูปโภค,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,,,,,"10,550,000","7,030,000","427,000,000,000.00","394,000,000,000.00"
TOPP,บริษัท ไทย โอ.พี.พี. จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,บรรจุภัณฑ์,A.M.T. & ASSOCIATES,สำนักงาน เอ. เอ็ม. ที. แอสโซซิเอท,1270000,,120000,,1270000,120000,"2,090,000,000.00","1,670,000,000.00"
TPA,บริษัท ไทยโพลีอะคริลิค จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,ปิโตรเคมีและเคมีภัณฑ์,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,1900000,,,,1900000,,"493,000,000.00","632,000,000.00"
TPAC,บริษัท พลาสติค และหีบห่อไทย จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,บรรจุภัณฑ์,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,3590000,6491300,,909198.78,10081300,909198.78,"7,330,000,000.00","6,820,000,000.00"
TPBI,บริษัท ทีพีบีไอ จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,บรรจุภัณฑ์,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,6870880.74,,344652.5,,6870880.74,344652.5,"4,070,000,000.00","4,880,000,000.00"
TPCH,บริษัท ทีพีซี เพาเวอร์โฮลดิ้ง จำกัด (มหาชน),mai,ทรัพยากร,-,"D I A INTERNATIONAL AUDIT CO.,LTD.",บริษัท สอบบัญชี ดี ไอ เอ อินเตอร์เนชั่นแนล จำกัด,"2,550,000","4,190,000","181,600",,"6,740,000","181,600","6,960,000,000.00","2,240,000,000.00"
